catchment_id,du,x,y,sourceName,identifier,comid
cat-2426170,d,-102.276566215202,32.65544292680175,NHDPlus comid,5682755,5682755
cat-2426174,u,-102.73602550416489,33.03957405235071,NHDPlus comid,5680185,5680185
cat-477863,d,-84.70704901329472,32.7921301342915,NHDPlus comid,3294614,3294614
cat-477869,u,-84.73259667582029,32.84279662657782,NHDPlus comid,3294414,3294414
cat-1856823,d,-105.0567201628629,48.282867430399385,NHDPlus comid,12517212,12517212
cat-1856748,u,-105.22307701214216,48.40698820511755,NHDPlus comid,12516830,12516830
cat-3000970,d,-115.71964955684446,43.755000443704965,NHDPlus comid,23377656,23377656
cat-3029121,u,-115.70702440633605,43.768839367179545,NHDPlus comid,23378172,23378172
cat-14120,d,-72.13871852449385,42.27150521089941,NHDPlus comid,7690415,7690415
cat-14122,u,-72.10013000111807,42.32198013053205,NHDPlus comid,7690265,7690265
cat-2511085,d,-104.746860590781,32.74788097905605,NHDPlus comid,22423012,22423012
cat-2511083,u,-104.80925003227492,32.7678139297996,NHDPlus comid,22423004,22423004
cat-2850414,d,-111.30418914710296,42.43944878689547,NHDPlus comid,4469967,4469967
cat-2850416,u,-111.24401538467234,42.40010844096496,NHDPlus comid,4472053,4472053
cat-828716,d,-86.16352404660425,35.89460512504889,NHDPlus comid,18402533,18402533
cat-828719,u,-86.14168758586491,35.88100289930004,NHDPlus comid,18402589,18402589
cat-1320684,d,-91.397809695851,34.63134016683138,NHDPlus comid,14858687,14858687
cat-1320686,u,-91.41963200186618,34.629140559989985,NHDPlus comid,938020439,938020439
cat-1490962,d,-96.49741459538494,46.8909126730797,NHDPlus comid,909020774,909020774
cat-1490952,u,-96.04441951691464,46.98374140295341,NHDPlus comid,6688813,6688813
cat-2130049,d,-94.98113350742682,32.873338072278635,NHDPlus comid,1042047,1042047
cat-2130047,u,-95.02046180990358,32.93064739798044,NHDPlus comid,1043823,1043823
cat-2992548,d,-114.09652602381244,47.2980706015024,NHDPlus comid,24360125,24360125
cat-3034915,u,-114.07316015024226,47.26815806084,NHDPlus comid,24360167,24360167
cat-3039958,d,-118.73482666316518,46.26305619182632,NHDPlus comid,23476032,23476032
cat-3039956,u,-118.62223909303744,46.31250790593232,NHDPlus comid,23476020,23476020
cat-1543539,d,-101.50371824464558,40.76144685381169,NHDPlus comid,19074451,19074451
cat-1543682,u,-101.56475431242372,40.9128238466764,NHDPlus comid,19073655,19073655
cat-2128006,d,-93.81544502265012,33.14074134569354,NHDPlus comid,19950124,19950124
cat-2128005,u,-93.77965395288516,33.15432029811144,NHDPlus comid,19950114,19950114
cat-1818995,d,-108.35992022400238,45.63444618933848,NHDPlus comid,12913851,12913851
cat-1818923,u,-108.44091815664562,45.56946551727705,NHDPlus comid,12913989,12913989
cat-1859556,d,-99.62345250107064,44.730314480413526,NHDPlus comid,11536301,11536301
cat-1859574,u,-99.55808460246072,44.7355905368032,NHDPlus comid,11535685,11535685
cat-1065886,d,-90.18165025307964,39.1965292671883,NHDPlus comid,5915423,5915423
cat-1065806,u,-90.06358396437471,39.2044619483117,NHDPlus comid,5915427,5915427
cat-2988087,d,-119.08308542062991,47.94606359886397,NHDPlus comid,23097008,23097008
cat-3032667,u,-119.12974877016,47.994606321811325,NHDPlus comid,23095958,23095958
cat-2178085,d,-95.3403489860124,37.23929149037605,NHDPlus comid,21796233,21796233
cat-2178089,u,-95.4074025332768,37.24988634553221,NHDPlus comid,21797579,21797579
cat-2186657,d,-92.29647493235728,36.2503919949012,NHDPlus comid,11829540,11829540
cat-2186650,u,-92.26211730531708,36.384121454687126,NHDPlus comid,7653749,7653749
cat-407134,d,-81.05055749751196,27.494610440728657,NHDPlus comid,21490874,21490874
cat-407135,u,-81.02675888694563,27.46352324323288,NHDPlus comid,21490872,21490872
cat-1537370,d,-97.78369948187088,39.04376495099311,NHDPlus comid,18865872,18865872
cat-1537373,u,-97.79531612756672,39.02714596818765,NHDPlus comid,18865922,18865922
cat-650040,d,-88.73128184971107,44.705641203879786,NHDPlus comid,9030591,9030591
cat-650037,u,-88.81641433384826,44.74260389922934,NHDPlus comid,904030432,904030432
cat-3037813,d,-112.85578426098954,43.51700511430504,NHDPlus comid,24559467,24559467
cat-3037817,u,-112.8184312965168,43.51279730806946,NHDPlus comid,24558455,24558455
cat-3317218,d,-116.9182331026672,34.1086748250201,NHDPlus comid,22558936,22558936
cat-3317039,u,-116.90127285563128,34.10915404167401,NHDPlus comid,22558932,22558932
cat-252514,d,-76.91790896841528,36.77340994613226,NHDPlus comid,11584762,11584762
cat-252099,u,-76.94327002752178,36.80182820135883,NHDPlus comid,11584674,11584674
cat-3319077,d,-120.11606622651908,40.04860601395404,NHDPlus comid,20296291,20296291
cat-3319073,u,-120.01912597807112,39.925351679178206,NHDPlus comid,20298683,20298683
cat-2420213,d,-99.86205140632724,29.03266367364777,NHDPlus comid,10892073,10892073
cat-2420211,u,-99.91979133432577,29.09067284801321,NHDPlus comid,10892051,10892051
cat-1542280,d,-101.0339053098398,39.471840946261466,NHDPlus comid,8182095,8182095
cat-1542279,u,-101.04306693489222,39.51715170074706,NHDPlus comid,8180187,8180187
cat-2707960,d,-112.3384937200164,34.963501017833,NHDPlus comid,20451202,20451202
cat-2707957,u,-112.36164202624144,35.063400044795806,NHDPlus comid,20449638,20449638
cat-262754,d,-82.06073556134218,34.78269059622356,NHDPlus comid,9700139,9700139
cat-265394,u,-82.09326601253511,34.80523536127004,NHDPlus comid,9699985,9699985
cat-1561090,d,-104.9961280918894,40.38936000211445,NHDPlus comid,14934,14934
cat-1561083,u,-105.1664241238095,40.4125003418169,NHDPlus comid,12796,12796
cat-2143349,d,-96.86131380067592,33.990808297765355,NHDPlus comid,426114,426114
cat-2143348,u,-96.867066546185,34.02031416436494,NHDPlus comid,424284,424284
cat-1842609,d,-111.0365510447892,46.93934903764019,NHDPlus comid,12418499,12418499
cat-1842586,u,-110.91641166958478,46.92458593918692,NHDPlus comid,12421183,12421183
cat-2742110,d,-115.60497679919618,36.293730148147965,NHDPlus comid,22069702,22069702
cat-2742112,u,-115.5839105842166,36.30330975459079,NHDPlus comid,22069700,22069700
cat-3307378,d,-120.48725704276042,38.359133059505474,NHDPlus comid,17057058,17057058
cat-3307375,u,-120.24000718637048,38.37129671400173,NHDPlus comid,17056862,17056862
cat-115813,d,-74.74102807317541,41.26481852517792,NHDPlus comid,4151268,4151268
cat-115815,u,-74.69121341628616,41.25873911164699,NHDPlus comid,4150890,4150890
cat-1081899,d,-93.45786394380954,41.76152599317097,NHDPlus comid,6981300,6981300
cat-1081903,u,-93.39807784054796,41.7907524216217,NHDPlus comid,6981896,6981896
cat-1073777,d,-90.25865256557952,40.17553233062301,NHDPlus comid,13607992,13607992
cat-1073779,u,-90.2258619943144,40.163381774912914,NHDPlus comid,13608518,13608518
cat-3041129,d,-123.27857622947622,46.52264936385503,NHDPlus comid,23850511,23850511
cat-3041431,u,-123.3166324883622,46.41093712784868,NHDPlus comid,23850531,23850531
cat-2872339,d,-118.39956004145095,38.80350015667088,NHDPlus comid,19887835,19887835
cat-2872335,u,-118.44183602345603,38.79653470578197,NHDPlus comid,19887839,19887839
cat-2999707,d,-123.31403918319928,45.509574851491216,NHDPlus comid,23805134,23805134
cat-3020626,u,-123.3233427236982,45.48492999864735,NHDPlus comid,23805710,23805710
cat-1540261,d,-100.41515737182196,38.79021351955144,NHDPlus comid,18949717,18949717
cat-1540260,u,-100.45124870660676,38.81293982025909,NHDPlus comid,18949717,18949717
cat-2595624,d,-111.00694143384902,39.87266307853655,NHDPlus comid,3906377,3906377
cat-2595622,u,-111.08019569675582,39.84356936230039,NHDPlus comid,3906403,3906403
cat-1491892,d,-98.40781941409767,47.46633679882238,NHDPlus comid,14268872,14268872
cat-1491883,u,-98.46876427363036,47.49012036519828,NHDPlus comid,14268862,14268862
cat-1488253,d,-96.88930935915316,48.646493562392166,NHDPlus comid,7078552,7078552
cat-1488251,u,-96.75637403395808,48.6196293362549,NHDPlus comid,7078836,7078836
cat-3047783,d,-122.41769674850676,42.69803109582426,NHDPlus comid,23924630,23924630
cat-3047769,u,-122.2716914566166,42.64574573891472,NHDPlus comid,23924722,23924722
cat-87217,d,-77.38616222419934,40.916574373810754,NHDPlus comid,4519206,4519206
cat-87221,u,-77.31899052902708,40.90722807558947,NHDPlus comid,4519218,4519218
cat-1099637,d,-90.11159690597204,45.87606172360304,NHDPlus comid,12993027,12993027
cat-1099634,u,-90.09345807037953,45.85544652678741,NHDPlus comid,12992589,12992589
cat-101755,d,-74.25335514925008,43.836291539672914,NHDPlus comid,22306279,22306279
cat-101762,u,-74.34351194069637,43.76664130101787,NHDPlus comid,22305827,22305827
cat-3039733,d,-115.64214964476872,43.1809045480759,NHDPlus comid,23277746,23277746
cat-3039734,u,-115.63013624874937,43.241472270056136,NHDPlus comid,23276336,23276336
cat-2985836,d,-113.88332909579216,44.59146440474952,NHDPlus comid,947060083,947060083
cat-2985828,u,-113.64304863187678,44.62141322012991,NHDPlus comid,23499095,23499095
cat-1557266,d,-98.99824714285172,41.1849006172326,NHDPlus comid,17374382,17374382
cat-1557259,u,-99.02918935423573,41.27153172101003,NHDPlus comid,17373224,17373224
cat-1113277,d,-91.68629204704428,43.22275387411546,NHDPlus comid,13337202,13337202
cat-1113278,u,-91.69262537596845,43.19445219511413,NHDPlus comid,13337218,13337218
cat-1103377,d,-97.13554708583705,45.885855812540754,NHDPlus comid,4071414,4071414
cat-1106348,u,-97.31537592742625,45.81548025442691,NHDPlus comid,4071472,4071472
cat-2523901,d,-108.62987454590836,31.69542686422893,NHDPlus comid,17715302,17715302
cat-2523904,u,-108.60903086597791,31.68651345527776,NHDPlus comid,17715324,17715324
cat-2591943,d,-109.74773862215334,37.77609678219553,NHDPlus comid,1399318,1399318
cat-2591945,u,-109.74886734074158,37.759123909330455,NHDPlus comid,1399350,1399350
cat-2599608,d,-107.09213741748675,40.70350509408754,NHDPlus comid,1352052,1352052
cat-2599603,u,-107.07032448672818,40.73564664654288,NHDPlus comid,1351986,1351986
cat-3001059,d,-116.17189072448276,41.238704067696986,NHDPlus comid,23336348,23336348
cat-3016193,u,-116.26333576553507,41.2385058757388,NHDPlus comid,23336346,23336346
cat-1850701,d,-108.07288341097252,46.27967810444696,NHDPlus comid,12606905,12606905
cat-1850699,u,-108.1721867637543,46.28926850281657,NHDPlus comid,12606899,12606899
cat-1791449,d,-101.22403166906314,44.10880203870631,NHDPlus comid,16125783,16125783
cat-1791450,u,-101.24844744017416,44.12029782917047,NHDPlus comid,16126909,16126909
cat-1820645,d,-109.66053644100424,44.51929484411853,NHDPlus comid,12794205,12794205
cat-1820647,u,-109.6410803313569,44.536664063736005,NHDPlus comid,12794097,12794097
cat-2508149,d,-104.22731883745476,32.99383880511205,NHDPlus comid,20781600,20781600
cat-2508155,u,-104.04919423206664,33.462215461006515,NHDPlus comid,20780762,20780762
cat-1843932,d,-111.11633234025136,46.37001655338664,NHDPlus comid,3026446,3026446
cat-1843966,u,-111.16103100044306,46.43711130447525,NHDPlus comid,3025952,3025952
cat-1559035,d,-104.75346188272498,41.23190894901516,NHDPlus comid,17457169,17457169
cat-1559031,u,-104.7430839763212,41.22140154433985,NHDPlus comid,17457173,17457173
cat-1007903,d,-82.0027253010453,35.92356452191548,NHDPlus comid,19489622,19489622
cat-1007899,u,-82.01490590520507,36.03651025551756,NHDPlus comid,19486526,19486526
cat-2704064,d,-114.05769522766008,32.810483398024886,NHDPlus comid,20379025,20379025
cat-2704083,u,-114.03021143950798,32.99288362640251,NHDPlus comid,20378811,20378811
cat-13983,d,-72.39040932817052,42.392963911903,NHDPlus comid,7690139,7690139
cat-13990,u,-72.3752707393883,42.51343123517989,NHDPlus comid,7687785,7687785
cat-3025335,d,-114.43732733119526,46.45124119003653,NHDPlus comid,23589914,23589914
cat-3025392,u,-114.39854592260382,46.4511357164019,NHDPlus comid,23588686,23588686
cat-2504984,d,-100.76951764658968,30.05542051326929,NHDPlus comid,12093078,12093078
cat-2504988,u,-100.71062421888242,30.170795860721714,NHDPlus comid,12092892,12092892
cat-2141985,d,-99.6584618009132,35.3673031500705,NHDPlus comid,13755239,13755239
cat-2141987,u,-99.64481825464918,35.360545891050506,NHDPlus comid,13755199,13755199
cat-2978234,d,-114.59103873394332,43.00711509392406,NHDPlus comid,23250995,23250995
cat-2981447,u,-115.03029946294168,43.28927902155035,NHDPlus comid,23262864,23262864
cat-643723,d,-87.66133076129144,45.79451888795147,NHDPlus comid,6859762,6859762
cat-643715,u,-87.64054017709041,45.831465453440806,NHDPlus comid,6859760,6859760
cat-2417478,d,-98.6964004837912,28.48721717544609,NHDPlus comid,10664288,10664288
cat-2417477,u,-98.7103582103977,28.51562540136229,NHDPlus comid,10663082,10663082
cat-824536,d,-86.80687622181824,35.881969308098085,NHDPlus comid,18394000,18394000
cat-824671,u,-86.82710851098754,35.85027380867359,NHDPlus comid,18394242,18394242
cat-2706486,d,-112.0745624529319,33.97896380941349,NHDPlus comid,20415812,20415812
cat-2706622,u,-112.02451220718685,33.95553296581002,NHDPlus comid,20415790,20415790
cat-1557209,d,-101.68629353843224,41.80935140196706,NHDPlus comid,17391357,17391357
cat-1557178,u,-101.49203171197549,41.80762251046708,NHDPlus comid,17391435,17391435
cat-2409200,d,-96.34181527043954,31.01961707751098,NHDPlus comid,5575893,5575893
cat-2409192,u,-96.3860528247939,31.036333523830525,NHDPlus comid,5575885,5575885
cat-645587,d,-85.00451041348906,42.69337136402088,NHDPlus comid,12243050,12243050
cat-645580,u,-84.95247896440083,42.72767464316041,NHDPlus comid,12241760,12241760
cat-1071753,d,-87.14427319226479,40.813265568474606,NHDPlus comid,13453576,13453576
cat-1071757,u,-87.12582215737754,40.82508869102933,NHDPlus comid,13453466,13453466
cat-2703976,d,-114.04145703101716,32.59986032754349,NHDPlus comid,20380477,20380477
cat-2703973,u,-114.05436973612322,32.42794091141326,NHDPlus comid,20382021,20382021
cat-3018464,d,-118.8537001341876,48.816083635113486,NHDPlus comid,23041873,23041873
cat-2997418,u,-118.8937812916124,48.75258003019338,NHDPlus comid,23041995,23041995
cat-779402,d,-88.44391890513769,37.67144803963034,NHDPlus comid,10146815,10146815
cat-779164,u,-88.71069180220184,37.658365333369616,NHDPlus comid,10147033,10147033
cat-2723865,d,-111.11762187067312,34.86907554292976,NHDPlus comid,20526411,20526411
cat-2723950,u,-111.10370431045575,34.85984104470871,NHDPlus comid,20526455,20526455
cat-1113953,d,-90.43623629842176,42.37673281514062,NHDPlus comid,13361902,13361902
cat-1113948,u,-90.35996735339188,42.52787725757788,NHDPlus comid,13357324,13357324
cat-1830275,d,-105.29007953158929,44.92421815041898,NHDPlus comid,9572923,9572923
cat-1830280,u,-105.21573064979246,44.85788251184298,NHDPlus comid,9573075,9573075
cat-3009425,d,-110.59232214028894,44.241688797436126,NHDPlus comid,23123767,23123767
cat-3032111,u,-110.62785568456914,44.21851165230094,NHDPlus comid,23124067,23124067
cat-2519176,d,-105.8768366646223,36.43055369402698,NHDPlus comid,17864428,17864428
cat-2519174,u,-105.91970864575045,36.47221870284054,NHDPlus comid,17864432,17864432
cat-1554192,d,-96.5980061067362,42.12200181173028,NHDPlus comid,17254310,17254310
cat-1554201,u,-96.57064952654264,42.1234116472217,NHDPlus comid,17254308,17254308
cat-2510954,d,-105.06230046450864,32.92170601048702,NHDPlus comid,20783022,20783022
cat-2510952,u,-105.20559988068382,32.96507858398946,NHDPlus comid,20782952,20782952
cat-2157026,d,-101.50739144895824,36.797682439669856,NHDPlus comid,13860770,13860770
cat-2157031,u,-101.58532855916953,36.82725182976824,NHDPlus comid,13860706,13860706
cat-93406,d,-76.81812256947659,40.65348482438132,NHDPlus comid,4518148,4518148
cat-93397,u,-76.69694101173671,40.66338112183379,NHDPlus comid,4518110,4518110
cat-2853177,d,-119.96299611373242,40.54397130505296,NHDPlus comid,8954720,8954720
cat-2853174,u,-120.0841386342832,40.57575844931948,NHDPlus comid,8951312,8951312
cat-1801836,d,-102.87625136670478,45.03475714156998,NHDPlus comid,16175610,16175610
cat-1801841,u,-102.83520615655988,45.03372153076492,NHDPlus comid,16175616,16175616
cat-1091680,d,-89.80308467451518,45.22654733826819,NHDPlus comid,14728746,14728746
cat-1091670,u,-89.7402384691112,45.455852944809344,NHDPlus comid,13400299,13400299
cat-2600546,d,-108.69821616239132,40.61821411883173,NHDPlus comid,10041804,10041804
cat-2600545,u,-108.68299315271445,40.5895692315049,NHDPlus comid,10041838,10041838
cat-1851800,d,-109.34464175574696,46.67370038462239,NHDPlus comid,12616322,12616322
cat-1851818,u,-109.29802222966372,46.71149789587434,NHDPlus comid,12616240,12616240
cat-1573682,d,-94.09252195876418,40.44570386657373,NHDPlus comid,5105742,5105742
cat-1573684,u,-94.12128269063504,40.42456200783855,NHDPlus comid,5105722,5105722
cat-1843371,d,-112.07517929401833,46.88536793900846,NHDPlus comid,3020380,3020380
cat-1843372,u,-112.05433306827334,46.87847675867476,NHDPlus comid,3020392,3020392
cat-411667,d,-82.11129135582522,32.1353621806396,NHDPlus comid,14455969,14455969
cat-411664,u,-82.1343288660498,32.125075579895615,NHDPlus comid,14456003,14456003
cat-2989316,d,-118.04318918119432,44.84254433488231,NHDPlus comid,24209955,24209955
cat-2989315,u,-118.08138069566895,44.82507397616559,NHDPlus comid,24210061,24210061
cat-100062,d,-73.44080589713808,42.763669012205526,NHDPlus comid,6186070,6186070
cat-100061,u,-73.42647911813899,42.77950090572326,NHDPlus comid,6186256,6186256
cat-2602173,d,-109.23511028913008,42.64955544505475,NHDPlus comid,18300110,18300110
cat-2602171,u,-109.1688715793376,42.66713169233194,NHDPlus comid,18299654,18299654
cat-1815531,d,-108.85623027559268,45.81244436558518,NHDPlus comid,4341730,4341730
cat-1815518,u,-108.9370604619573,45.83476689631891,NHDPlus comid,4341658,4341658
cat-2609376,d,-109.0513969022641,38.60858537135843,NHDPlus comid,18369702,18369702
cat-2609379,u,-109.03785257021435,38.59466345989715,NHDPlus comid,18369712,18369712
cat-1495218,d,-94.04795447900796,48.072753538210215,NHDPlus comid,22237434,22237434
cat-1495215,u,-93.95893085659758,48.03979271869092,NHDPlus comid,22236842,22236842
cat-2408111,d,-98.02508549209055,27.68313343946584,NHDPlus comid,1654657,1654657
cat-2408029,u,-98.26753333914452,27.771875578476216,NHDPlus comid,1653365,1653365
cat-1068711,d,-90.00694614613883,40.98914994194198,NHDPlus comid,13583270,13583270
cat-1068714,u,-90.02339033236362,40.9931774338861,NHDPlus comid,13583838,13583838
cat-2184919,d,-90.98228712817516,36.79739943374416,NHDPlus comid,7521749,7521749
cat-2184922,u,-91.07554900604444,36.82703608382988,NHDPlus comid,7524125,7524125
cat-1861920,d,-99.64468996013213,42.9051708541062,NHDPlus comid,11655628,11655628
cat-1861926,u,-99.60680948923394,42.86713088654402,NHDPlus comid,11655786,11655786
cat-1855190,d,-109.8124062990688,48.95829739748145,NHDPlus comid,12473932,12473932
cat-1855191,u,-109.84112572705592,48.95480642508627,NHDPlus comid,12473938,12473938
cat-1554660,d,-97.48735408394708,42.46311758077025,NHDPlus comid,17274462,17274462
cat-1554657,u,-97.45482000104644,42.43284815909609,NHDPlus comid,17273242,17273242
cat-1102501,d,-92.71099834961926,46.578946517474414,NHDPlus comid,2626424,2626424
cat-1102504,u,-92.7816262845875,46.62060579447534,NHDPlus comid,2626496,2626496
cat-2525100,d,-106.34545773329216,38.21491887366881,NHDPlus comid,17880846,17880846
cat-2525103,u,-106.41437313866248,38.2263650334372,NHDPlus comid,17880840,17880840
cat-1790225,d,-102.32129011129514,43.75375463205858,NHDPlus comid,16071106,16071106
cat-1790216,u,-102.201075428235,43.83577871525106,NHDPlus comid,16070982,16070982
cat-1542960,d,-100.6561096334094,40.89467644726705,NHDPlus comid,940250046,940250046
cat-1542978,u,-100.6290222857861,40.897517899279,NHDPlus comid,19062710,19062710
cat-418631,d,-82.1815163095211,28.2159210136214,NHDPlus comid,16906249,16906249
cat-418539,u,-82.02496830382421,28.191407301107148,NHDPlus comid,16906265,16906265
cat-264081,d,-81.48572938592885,34.11739699788774,NHDPlus comid,9869850,9869850
cat-263818,u,-82.07105027602739,34.12800115520963,NHDPlus comid,9871158,9871158
cat-2722726,d,-111.72629882125892,36.34858154443619,NHDPlus comid,20736313,20736313
cat-2722718,u,-111.69672105985175,36.35649892263441,NHDPlus comid,20736011,20736011
cat-1081674,d,-92.8236102733144,41.399832220820194,NHDPlus comid,6983400,6983400
cat-1081678,u,-93.01273215205146,41.470004019066025,NHDPlus comid,6984536,6984536
cat-1784852,d,-96.79471589787774,44.16178531566193,NHDPlus comid,9376504,9376504
cat-1784856,u,-96.69368234491802,44.35024217986789,NHDPlus comid,9376052,9376052
cat-114150,d,-75.67520573732735,40.51284790524551,NHDPlus comid,4187885,4187885
cat-114152,u,-75.6417762975054,40.473964178400095,NHDPlus comid,4189369,4189369
cat-644243,d,-85.94856963492902,43.24719164441045,NHDPlus comid,8993706,8993706
cat-644241,u,-85.96473311652272,43.22662767870901,NHDPlus comid,8993602,8993602
cat-813037,d,-86.6889976480183,37.31815262609103,NHDPlus comid,11627537,11627537
cat-813046,u,-86.69605226823967,37.36737974874482,NHDPlus comid,11627291,11627291
cat-1534120,d,-97.48074373750056,41.08994634365235,NHDPlus comid,18828543,18828543
cat-1534115,u,-97.49439673778602,41.10122144373253,NHDPlus comid,18828527,18828527
cat-95119,d,-77.82452804421769,39.099689006293744,NHDPlus comid,4506420,4506420
cat-95125,u,-77.8405351848404,39.08238911828582,NHDPlus comid,4506492,4506492
cat-788837,d,-79.87869232662884,38.45794769325231,NHDPlus comid,12103892,12103892
cat-788828,u,-79.65561702166235,38.67158250788308,NHDPlus comid,12103490,12103490
cat-1863329,d,-98.10258014706277,44.35801285104212,NHDPlus comid,12698856,12698856
cat-1863321,u,-98.02602656871764,44.41930257963539,NHDPlus comid,12698840,12698840
cat-2718370,d,-113.52054690311282,34.846193874032835,NHDPlus comid,21402901,21402901
cat-2718376,u,-113.5460007615402,34.85277327896555,NHDPlus comid,21402289,21402289
cat-2521907,d,-105.6094790157384,31.228608784197977,NHDPlus comid,165886302,165886302
cat-2521901,u,-105.39090310908836,31.29416072916926,NHDPlus comid,943040093,943040093
cat-824114,d,-86.83448899455576,36.68817102459242,NHDPlus comid,10167916,10167916
cat-824111,u,-86.73070705846065,36.67653582256685,NHDPlus comid,10167996,10167996
cat-640291,d,-84.76282577848268,42.234086919585856,NHDPlus comid,3471113,3471113
cat-640281,u,-84.48424685865685,41.99434633680069,NHDPlus comid,3470729,3470729
cat-3299279,d,-122.58167264143394,41.74011010479518,NHDPlus comid,3918008,3918008
cat-3299275,u,-122.46839807249704,41.615532555404414,NHDPlus comid,3917406,3917406
cat-1107419,d,-95.09647078541823,44.995593099694254,NHDPlus comid,4122382,4122382
cat-1107411,u,-95.08516034554437,44.90744217423297,NHDPlus comid,4122650,4122650
cat-2861060,d,-117.25362234791524,39.6068277326802,NHDPlus comid,11176461,11176461
cat-2861063,u,-116.9821016555183,39.62549260961829,NHDPlus comid,11176839,11176839
cat-480571,d,-86.9966746993499,33.33740012473162,NHDPlus comid,18225455,18225455
cat-480577,u,-87.0158285941751,33.318701670645815,NHDPlus comid,18228271,18228271
cat-1558735,d,-103.11773119042186,41.12072051053022,NHDPlus comid,17443826,17443826
cat-1558739,u,-104.05578107255027,40.86888992317276,NHDPlus comid,17444928,17444928
cat-1490730,d,-96.21714503037104,47.431620335788246,NHDPlus comid,7027257,7027257
cat-1490729,u,-96.1855329546228,47.421892281854646,NHDPlus comid,7026115,7026115
cat-1109482,d,-95.21152770235872,45.78479814280804,NHDPlus comid,4980762,4980762
cat-1109485,u,-95.23264893776708,45.78058027511694,NHDPlus comid,4413958,4413958
cat-2987856,d,-121.21270523031228,45.59084950228058,NHDPlus comid,24504542,24504542
cat-2987837,u,-118.94583840309346,45.1556393336133,NHDPlus comid,23671411,23671411
cat-2981379,d,-120.7949542708419,47.5879784338609,NHDPlus comid,23081250,23081250
cat-2981375,u,-120.9843105462392,47.647007834961975,NHDPlus comid,23081298,23081298
cat-3020507,d,-122.57003724292812,45.44315638131272,NHDPlus comid,23815508,23815508
cat-3005755,u,-122.54319421045308,45.43434741065079,NHDPlus comid,23815514,23815514
cat-2165346,d,-102.2777706262656,37.54727357077173,NHDPlus comid,21103105,21103105
cat-2165339,u,-102.3214820848887,37.58528132557241,NHDPlus comid,21102779,21102779
cat-793123,d,-82.69279535559437,40.25268395992449,NHDPlus comid,15363797,15363797
cat-793115,u,-82.69782788402485,40.23256556870548,NHDPlus comid,15363795,15363795
cat-15653,d,-71.98123350804725,44.4285805706665,NHDPlus comid,4571729,4571729
cat-15657,u,-71.91043768282896,44.507980233850816,NHDPlus comid,4570601,4570601
cat-2165683,d,-103.4464605851896,39.09249010238179,NHDPlus comid,987793,987793
cat-2165677,u,-103.5974133446816,39.20156553742276,NHDPlus comid,987669,987669
cat-1577434,d,-93.70848912996172,37.83413835879511,NHDPlus comid,7371555,7371555
cat-1577433,u,-93.68275258412748,37.8783376930436,NHDPlus comid,7371335,7371335
cat-101953,d,-73.72898785667884,43.58512987364542,NHDPlus comid,22304457,22304457
cat-101964,u,-73.7645816879736,43.612279829461535,NHDPlus comid,22304625,22304625
cat-2157819,d,-94.59842144291262,35.98541651542584,NHDPlus comid,399990,399990
cat-2157827,u,-94.64790616174773,35.873097598128524,NHDPlus comid,400834,400834
cat-2399058,d,-95.5600906761939,30.61930735831458,NHDPlus comid,1465848,1465848
cat-2399046,u,-95.5996816150208,30.66128230472497,NHDPlus comid,1465704,1465704
cat-1557666,d,-99.24438719402458,40.80734618709627,NHDPlus comid,7288298,7288298
cat-1557746,u,-99.24496051500124,40.767750802742725,NHDPlus comid,7288640,7288640
cat-97002,d,-79.20194392710665,39.48971231700631,NHDPlus comid,14364978,14364978
cat-97003,u,-79.21537463673177,39.48018617739889,NHDPlus comid,14364996,14364996
cat-1533726,d,-98.47468028636531,40.70412970588909,NHDPlus comid,18798759,18798759
cat-1533732,u,-98.5284842680252,40.71708483605113,NHDPlus comid,18797327,18797327
cat-107096,d,-75.14950993347382,39.48527265813767,NHDPlus comid,9484412,9484412
cat-107103,u,-75.21519506850493,39.55287892114245,NHDPlus comid,9481098,9481098
cat-2729394,d,-112.19336660598856,36.124343820068106,NHDPlus comid,20719546,20719546
cat-2729385,u,-112.0366109770612,36.05581516406348,NHDPlus comid,20735533,20735533
cat-2604259,d,-110.16378699880168,41.59663795619307,NHDPlus comid,3194064,3194064
cat-2604101,u,-110.18829372961272,41.40734810873442,NHDPlus comid,3195568,3195568
cat-2426169,d,-102.44693247859448,32.919657289464915,NHDPlus comid,5686355,5686355
cat-2426181,u,-102.80530103240952,32.94434749411553,NHDPlus comid,5682749,5682749
cat-2417770,d,-99.19559807167305,29.58642068339477,NHDPlus comid,10653927,10653927
cat-2417767,u,-99.17613354952242,29.580432364079872,NHDPlus comid,10653903,10653903
cat-805414,d,-82.168284497399,37.98465609250358,NHDPlus comid,19293480,19293480
cat-805420,u,-82.12176325400252,37.9390956230941,NHDPlus comid,19293542,19293542
cat-2510597,d,-105.0426596142512,35.3506536940762,NHDPlus comid,20816114,20816114
cat-2510605,u,-105.04100284148132,35.31541608780031,NHDPlus comid,20816204,20816204
cat-87414,d,-76.88769676369276,41.048447667811736,NHDPlus comid,8152061,8152061
cat-87423,u,-76.79894124293747,41.07150536248193,NHDPlus comid,8151993,8151993
cat-415745,d,-81.63897053439877,29.313912741899124,NHDPlus comid,10989035,10989035
cat-416030,u,-81.6332459971494,29.172096694488445,NHDPlus comid,10988925,10988925
cat-788662,d,-80.93797379536049,38.09198780606005,NHDPlus comid,4547502,4547502
